,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,log_area
263,6,3,8,5,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,9.655026193237628
264,4,4,8,5,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,11.08827753744529
265,4,4,8,2,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,8.974618038455112
266,6,5,8,2,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17,7.438383530044308
267,2,2,8,2,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,0.0
268,3,4,8,2,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,0.0
269,4,4,8,2,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,10.691944912900398
270,2,2,8,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,8.556413904569519
271,8,6,8,2,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,11.437123751553946
272,2,5,8,2,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,10.338511462885837
273,4,6,12,7,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,11.40534025429029
274,8,6,12,3,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,11.625360894300016
275,4,6,12,4,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,10.893028746149875
276,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,12.092343880201831
277,3,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,11.58338392861879
278,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,12.302745532790434
279,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,11.489656838030873
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,11.437123751553946
281,6,5,12,2,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,12.419973615477451
282,6,3,2,7,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,0.0
283,3,4,2,3,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,9.305650551780507
284,5,4,2,5,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,12.398344533177296
285,2,5,7,7,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,0.0
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,0.0
287,7,4,7,6,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,0.0
288,7,4,7,6,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,0.0
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,0.0
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,0.0
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,11.289781913656018
292,4,5,7,5,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,10.181119289134408
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,13.669906584105481
294,8,6,7,2,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,11.092854204472703
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,0.0
296,6,4,6,7,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,9.104979856318357
297,8,6,6,7,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,0.0
298,8,6,6,3,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,0.0
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,0.0
300,6,5,6,1,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,0.0
301,6,5,6,1,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,10.468801361586188
302,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,0.0
303,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,0.0
304,6,5,5,6,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,0.0
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,0.0
306,7,4,9,7,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,8.318742252692399
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,10.855145428247575
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,0.0
309,2,4,9,7,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,0.0
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,0.0
311,6,3,9,7,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,11.869900363917958
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,0.0
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0.0
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,9.667765219015058
315,3,4,9,3,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,0.0
316,4,5,9,4,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,0.0
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,10.54006438160768
318,6,5,9,4,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,0.0
319,5,4,9,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,10.694215061434937
320,6,3,9,4,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,12.747233469092237
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,11.185809323273041
322,6,5,9,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,9.22029070282935
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,9.98966524877718
324,6,5,9,4,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,10.696480068065789
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,0.0
326,5,4,9,6,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,0.0
327,6,5,9,6,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,0.0
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,0.0
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,10.413312675968536
330,3,3,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,11.094375117313408
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,11.960172107093348
332,4,4,9,6,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,11.628038272070732
333,1,4,9,1,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,9.966462351697517
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,0.0
335,4,3,9,1,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,0.0
336,7,4,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,0.0
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,13.23640609344499
338,8,6,9,1,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,11.222573163962569
339,2,4,9,1,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,9.595602772766828
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,10.578979797857352
341,8,6,9,1,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,0.0
342,6,3,9,1,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,0.0
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,9.98966524877718
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,11.018629143155449
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,10.973357372338583
346,1,4,9,1,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,12.549307677102204
347,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,0.0
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,0.0
349,5,4,9,5,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,9.70503661381229
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,10.521372248595526
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,11.199583645737869
352,7,4,9,5,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,9.918376165029878
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,9.752664662801545
354,7,4,9,5,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,10.997087299380693
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,11.779894495824468
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,9.441452092939569
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,0.0
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,0.0
359,1,4,9,5,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,11.304670526149769
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,9.296518068217235
361,4,3,9,5,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,10.581521095286025
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,8.556413904569519
363,4,3,9,2,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,10.285342795005159
364,6,5,9,2,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,10.941995917134532
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,12.20757152165391
366,4,5,9,2,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,9.769956159911606
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,0.0
368,6,5,9,6,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,11.747206760694894
369,4,5,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,0.0
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,11.613675368070371
371,3,4,7,3,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,0.0
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,0.0
373,5,4,8,4,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,0.0
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,12.117241431823558
375,6,5,9,6,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,12.882836346839595
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,0.0
377,2,2,8,6,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,14.373009821927937
378,6,5,3,4,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,0.0
379,4,5,1,7,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,0.0
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,11.255449234575513
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,12.003344278958556
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,10.978489975565104
383,9,6,8,4,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,12.96851265258607
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,11.710135634257934
385,2,4,8,7,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,11.982929094215963
386,3,4,9,7,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,12.412680228204284
387,5,5,3,4,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,0.0
388,6,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,12.568630252627061
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,0.0
390,7,4,2,1,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,11.50891744357269
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,12.617519825315886
392,1,3,9,7,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,13.469634241267768
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,0.0
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,0.0
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,13.157344346299574
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,10.502324053624832
397,5,6,8,7,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,10.499573020252942
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,0.0
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,0.0
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,11.309584540952198
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,10.809727948556782
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,0.0
403,8,6,8,4,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,0.0
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,11.008744383922906
405,2,2,8,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,0.0
406,6,5,9,6,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,10.584055950889214
407,4,5,2,6,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,0.0
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,11.26446410567173
409,1,4,7,2,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,0.0
410,6,3,2,5,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,0.0
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,10.74073507706983
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,9.698920386794853
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,0.0
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,0.0
415,8,6,8,4,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,15.82544123687998
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,11.159103590013903
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,0.0
418,2,4,8,7,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,10.102338411281293
419,2,5,8,7,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,10.325481962595504
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,14.434795889925764
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,0.0
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,11.05089000537367
423,1,3,9,6,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,8.881836305004146
424,8,6,8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,10.811746112713019
425,2,2,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,0.0
426,8,6,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,0.0
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,10.06475570013225
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,0.0
429,3,4,8,7,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,10.373491181781864
430,7,4,9,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,0.0
431,1,3,8,6,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,11.060368749328214
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,0.0
433,2,4,8,7,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,11.940804167915292
434,1,4,8,5,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,0.0
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,0.0
436,8,6,8,1,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,8.594154232552366
437,8,6,8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,0.0
438,2,5,8,6,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,11.071314910225711
439,1,3,9,5,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,8.101677747454572
440,5,4,9,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,0.0
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,9.417354541360508
442,6,5,4,1,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,10.419300717813158
443,1,2,7,5,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,0.0
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,11.50891744357269
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,0.0
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,0.0
447,3,4,3,3,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,0.0
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,0.0
449,7,4,8,7,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,0.0
450,4,5,8,3,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,11.071314910225711
451,1,4,8,5,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,11.483496654279417
452,7,4,8,1,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,0.0
453,4,5,8,4,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,0.0
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,0.0
455,3,4,7,1,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,0.0
456,2,4,8,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,0.0
457,1,4,8,3,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,13.626164386233356
458,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,10.410305154904579
459,7,4,8,6,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,9.87302834505142
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,0.0
461,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,0.0
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,10.521372248595526
463,6,5,2,2,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,10.89488575689709
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,9.971146201009942
465,2,2,2,6,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,11.133128103610641
466,6,5,3,1,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,10.367221568768269
467,3,4,3,3,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,10.924138299734526
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,11.098924025839777
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,13.323343116016817
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,0.0
471,4,3,5,5,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,12.860478997773688
472,8,3,6,1,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,9.87302834505142
473,9,4,6,6,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,13.463396625353104
474,4,3,6,4,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,11.520893634619405
475,2,5,6,4,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,10.370361288772935
476,4,3,7,4,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,9.775654181026242
477,4,3,7,7,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,11.206400304716968
478,7,4,7,7,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,10.003332887505843
479,7,4,7,1,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,14.839866145470333
480,9,9,7,4,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,10.221941283654663
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,0.0
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,9.464982590349763
483,8,6,8,7,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,0.0
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,12.48484010059238
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,9.93788897925346
486,5,4,8,2,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,9.903487552536127
487,5,4,8,2,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,12.007621706806335
488,4,4,8,2,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,13.054084536651034
489,4,4,8,3,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,0.0
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,0.0
491,4,4,8,4,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,0.0
492,1,3,8,5,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,0.0
493,1,3,8,5,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,12.978954794108972
494,6,6,8,6,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,11.360939107972346
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,0.0
496,4,5,8,1,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,10.22918769217543
497,3,4,8,2,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,11.896826395162552
498,6,5,8,2,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,12.912629513000036
499,7,5,8,2,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,11.591736645394517
500,8,6,8,2,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,0.0
501,7,5,8,2,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,0.0
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,0.0
503,2,4,8,3,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,9.878169744551839
504,4,3,8,3,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,13.114129572477225
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,10.968198289528557
506,1,2,8,5,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,0.0
507,2,4,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,0.0
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,0.0
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,9.98506753952855
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,8.366370301681654
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0,0.0
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,11.072868912092446
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,13.204680419893542
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,11.622676328929348
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,0.0
516,6,3,11,2,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,0.0
